driverId,eventTime,eventType
27,09:54.1,Normal
14,09:54.3,Normal
13,09:54.4,Normal
11,09:54.3,Normal
19,09:54.3,Normal
30,09:54.8,Normal
12,09:54.9,Normal
25,09:55.1,Normal
10,09:55.2,Normal
21,09:55.3,Normal
18,09:55.8,Normal
31,09:55.4,Normal
19,09:56.2,Normal
24,09:56.6,Normal
12,09:56.7,Normal
13,09:56.9,Normal
27,09:55.8,Normal
10,09:56.0,Normal
31,09:56.2,Normal
15,09:56.7,Normal
14,09:57.0,Normal
31,09:57.1,Normal
24,09:57.4,Normal
23,09:57.6,Normal
14,09:57.9,Normal
18,09:58.3,Normal
28,09:58.5,Normal
28,09:57.6,Normal
31,09:58.0,Normal
26,09:58.1,Normal
23,09:58.4,Normal
14,09:58.8,Normal
24,09:59.1,Normal
29,09:58.8,Normal
27,09:59.0,Normal
25,09:59.5,Normal
15,09:59.2,Normal
16,09:59.8,Normal
11,09:59.8,Normal
18,10:00.0,Normal
27,09:59.9,Normal
22,10:00.5,Normal
31,10:00.7,Normal
25,10:00.3,Normal
32,10:00.7,Normal
17,10:00.8,Normal
21,10:04.9,Normal
17,10:05.1,Normal
26,10:05.0,Normal
32,10:05.2,Normal
14,10:05.2,Normal
22,10:05.6,Normal
14,10:06.0,Normal
28,10:06.3,Normal
25,10:05.7,Normal
17,10:06.0,Normal
27,10:06.1,Normal
20,10:06.5,Normal
31,10:06.7,Normal
30,10:06.9,Normal
13,10:07.0,Normal
24,10:07.0,Normal
25,10:07.4,Normal
16,10:07.3,Normal
14,10:07.8,Normal
28,10:08.2,Normal
26,10:07.7,Normal
27,10:07.9,Normal
29,10:08.4,Normal
17,10:08.6,Normal
21,10:08.6,Normal
12,10:08.8,Normal
25,10:09.2,Normal
13,10:08.8,Normal
23,10:09.0,Normal
31,10:09.4,Normal
22,10:09.8,Normal
26,10:09.4,Normal
29,10:10.2,Normal
32,10:09.8,Normal
21,10:10.5,Normal
23,10:10.8,Normal
25,10:10.1,Normal
19,10:11.1,Normal
21,10:11.5,Normal
12,10:11.6,Normal
20,10:11.8,Normal
17,10:10.5,Normal
15,10:12.1,Normal
28,10:10.8,Normal
25,10:11.0,Normal
26,10:11.2,Normal
18,10:11.6,Normal
10,10:11.7,Normal
22,10:12.4,Normal
31,10:17.1,Normal
13,10:17.4,Normal
15,10:17.3,Normal
29,10:17.5,Normal
12,10:17.7,Normal
20,10:17.7,Normal
15,10:18.2,Normal
18,10:18.1,Normal
14,10:18.4,Normal
12,10:18.5,Normal
15,10:19.0,Normal
28,10:19.4,Normal
23,10:19.5,Normal
29,10:18.4,Normal
28,10:18.5,Normal
16,10:19.8,Normal
11,10:19.0,Normal
24,10:19.2,Normal
29,10:20.1,Normal
22,10:19.7,Normal
15,10:19.9,Normal
10,10:20.5,Normal
30,10:20.1,Normal
28,10:20.3,Normal
15,10:20.8,Normal
12,10:24.8,Normal
23,10:24.8,Normal
30,10:24.9,Normal
26,10:25.4,Normal
15,10:25.2,Normal
12,10:25.7,Normal
21,10:25.7,Normal
13,10:25.9,Normal
32,10:25.9,Normal
11,10:26.2,Normal
26,10:26.2,Normal
14,10:26.4,Normal
20,10:26.9,Normal
18,10:27.2,Normal
25,10:27.5,Normal
31,10:27.7,Normal
18,10:28.2,Normal
25,10:26.6,Normal
16,10:26.7,Normal
19,10:27.0,Normal
23,10:28.3,Normal
27,10:27.4,Normal
10,10:27.8,Normal
11,10:28.1,Normal
32,10:28.5,Normal
16,10:28.6,Normal
31,10:28.6,Normal
20,10:32.8,Normal
24,10:32.8,Normal
16,10:33.0,Normal
26,10:33.4,Normal
19,10:33.1,Normal
27,10:33.7,Normal
18,10:34.0,Normal
15,10:33.3,Normal
21,10:34.5,Normal
19,10:34.6,Normal
16,10:34.7,Normal
12,10:35.3,Normal
31,10:35.5,Normal
14,10:36.2,Normal
20,10:36.3,Normal
23,10:33.8,Normal
16,10:33.9,Normal
14,10:34.4,Normal
27,10:34.6,Normal
14,10:35.2,Normal
26,10:35.4,Normal
11,10:35.5,Normal
15,10:35.8,Normal
22,10:36.3,Normal
27,10:36.4,Normal
30,10:36.5,Normal
11,10:37.2,Normal
24,10:37.3,Normal
10,10:36.4,Normal
26,10:37.1,Normal
13,10:37.5,Normal
22,10:38.0,Normal
12,10:37.1,Normal
10,10:37.3,Normal
18,10:38.3,Normal
20,10:37.9,Normal
16,10:38.0,Normal
10,10:38.2,Normal
17,10:38.6,Normal
24,10:38.9,Normal
30,10:39.3,Normal
28,10:39.4,Normal
22,10:38.8,Normal
31,10:39.0,Normal
15,10:39.3,Normal
16,10:39.7,Normal
23,10:39.7,Normal
29,10:40.0,Normal
19,10:40.0,Normal
17,10:40.2,Normal
26,10:40.2,Normal
14,10:40.3,Normal
15,10:40.9,Normal
11,10:40.9,Normal
17,10:41.0,Normal
26,10:41.0,Normal
16,10:41.5,Normal
20,10:41.3,Normal
21,10:41.8,Normal
11,10:41.8,Normal
15,10:41.9,Normal
26,10:41.9,Normal
16,10:42.3,Normal
31,10:42.6,Normal
25,10:42.7,Normal
22,10:42.3,Normal
27,10:42.6,Normal
23,10:43.1,Normal
17,10:42.9,Normal
18,10:43.3,Normal
28,10:43.6,Normal
26,10:43.6,Normal
25,10:43.7,Normal
20,10:43.8,Normal
27,10:44.3,Normal
13,10:44.5,Normal
20,10:44.8,Normal
21,10:44.3,Normal
32,10:44.5,Normal
14,10:44.8,Normal
23,10:44.9,Normal
31,10:45.1,Normal
11,10:45.4,Normal
30,10:45.4,Normal
12,10:45.6,Normal
17,10:45.7,Normal
15,10:46.2,Normal
16,10:45.9,Normal
28,10:46.2,Normal
10,10:46.4,Normal
14,10:46.6,Normal
21,10:46.8,Normal
17,10:46.5,Normal
13,10:47.0,Normal
16,10:47.4,Normal
29,10:47.0,Normal
19,10:47.3,Normal
12,10:47.4,Normal
32,10:55.6,Normal
23,10:55.6,Normal
26,10:55.6,Normal
21,10:55.7,Normal
20,10:56.0,Normal
31,10:56.5,Normal
30,10:56.7,Normal
19,10:56.1,Normal
14,10:56.2,Normal
13,10:56.8,Normal
23,10:57.3,Normal
24,10:56.8,Normal
11,10:57.5,Normal
18,10:56.8,Normal
16,10:57.5,Normal
26,10:57.5,Normal
10,10:57.7,Normal
19,10:57.9,Normal
17,10:58.0,Normal
28,10:58.4,Normal
11,10:58.4,Normal
18,10:58.4,Normal
22,10:58.8,Normal
12,10:58.7,Normal
25,10:59.1,Normal
10,11:07.0,Normal
32,11:07.1,Normal
31,11:07.0,Normal
26,11:07.4,Normal
23,11:07.4,Normal
16,11:07.7,Normal
29,11:07.7,Normal
32,11:07.9,Normal
11,11:07.9,Normal
30,11:08.5,Normal
19,11:08.4,Normal
29,11:08.6,Normal
18,11:09.0,Normal
28,11:09.3,Normal
17,11:08.8,Normal
32,11:08.8,Normal
11,11:09.6,Normal
19,11:09.1,Normal
26,11:09.9,Normal
29,11:09.6,Normal
31,11:10.3,Normal
11,11:10.5,Normal
21,11:09.9,Normal
20,11:10.1,Normal
22,11:10.4,Normal
18,11:10.6,Normal
21,11:10.7,Normal
14,11:18.6,Normal
13,11:19.0,Normal
25,11:19.4,Normal
22,11:19.8,Normal
19,11:18.9,Normal
29,11:19.0,Normal
27,11:19.9,Normal
15,11:20.2,Normal
14,11:19.5,Normal
17,11:20.5,Normal
13,11:19.8,Normal
27,11:20.9,Normal
18,11:19.8,Normal
21,11:21.1,Normal
13,11:21.5,Normal
27,11:21.8,Normal
25,11:20.3,Normal
20,11:20.5,Normal
24,11:22.1,Normal
32,11:21.0,Normal
24,11:21.1,Normal
20,11:21.4,Normal
14,11:21.8,Normal
16,11:22.1,Normal
22,11:30.1,Normal
29,11:30.2,Normal
12,11:30.5,Normal
21,11:30.8,Normal
11,11:31.1,Normal
23,11:30.4,Normal
32,11:30.6,Normal
23,11:31.3,Normal
30,11:30.9,Normal
26,11:31.6,Normal
24,11:31.2,Normal
28,11:31.9,Normal
20,11:32.2,Normal
21,11:32.4,Normal
30,11:31.7,Normal
10,11:31.9,Normal
12,11:33.0,Normal
24,11:33.1,Normal
32,11:32.3,Normal
17,11:32.5,Normal
13,11:33.3,Normal
15,11:33.0,Normal
11,11:33.1,Normal
17,11:33.3,Normal
31,11:33.7,Normal
14,11:41.6,Normal
16,11:41.6,Normal
12,11:41.8,Normal
19,11:41.9,Normal
14,11:42.5,Normal
22,11:42.9,Normal
26,11:42.2,Normal
25,11:43.4,Normal
12,11:42.6,Normal
21,11:43.0,Normal
16,11:43.4,Normal
32,11:43.9,Normal
27,11:43.8,Normal
10,11:44.1,Normal
19,11:44.6,Normal
24,11:44.7,Normal
11,11:44.3,Normal
22,11:45.2,Normal
20,11:44.6,Normal
27,11:45.5,Normal
10,11:45.8,Normal
14,11:45.1,Normal
15,11:45.1,Normal
28,11:45.5,Normal
14,11:45.8,Normal
26,11:49.8,Normal
16,11:49.9,Normal
28,11:50.1,Normal
14,11:50.1,Normal
23,11:50.4,Normal
26,11:50.8,Normal
13,11:50.6,Normal
31,11:51.2,Normal
24,11:51.4,Normal
18,11:51.5,Normal
22,11:52.0,Normal
24,11:52.3,Normal
16,11:50.9,Normal
20,11:52.6,Normal
32,11:52.8,Normal
25,11:51.2,Normal
13,11:51.4,Normal
12,11:51.6,Normal
10,11:53.2,Normal
15,11:52.1,Normal
30,11:52.3,Normal
16,11:52.6,Normal
23,11:53.1,Normal
16,11:53.3,Normal
30,11:57.4,Normal
23,11:57.6,Normal
16,11:57.7,Normal
26,11:57.8,Normal
28,11:58.0,Normal
17,11:58.1,Normal
19,11:58.2,Normal
10,11:58.6,Normal
22,11:58.4,Normal
11,11:58.9,Normal
12,11:58.7,Normal
22,11:59.2,Normal
17,11:59.0,Normal
31,11:59.1,Normal
12,11:59.7,Normal
24,11:59.9,Normal
32,12:00.2,Normal
16,12:00.3,Normal
21,11:59.7,Normal
28,11:59.8,Normal
30,12:00.9,Normal
23,12:00.0,Normal
21,12:00.5,Normal
31,12:00.7,Normal
26,12:01.2,Normal
10,12:01.4,Normal
16,12:01.2,Normal
21,12:01.4,Normal
20,12:01.9,Normal
16,12:02.2,Normal
27,12:02.4,Normal
11,12:01.6,Normal
10,12:02.2,Normal
21,12:02.3,Normal
11,12:02.6,Normal
24,12:02.6,Normal
19,12:02.8,Normal
13,12:02.8,Normal
18,12:03.4,Normal
30,12:03.5,Normal
27,12:03.2,Normal
16,12:03.9,Normal
24,12:04.2,Normal
26,12:04.4,Normal
29,12:04.7,Normal
11,12:03.5,Normal
21,12:03.9,Normal
18,12:04.2,Normal
20,12:04.5,Normal
21,12:04.8,Normal
23,12:12.8,Normal
28,12:13.0,Normal
11,12:12.8,Normal
16,12:13.1,Normal
26,12:13.4,Normal
13,12:13.8,Normal
30,12:14.0,Normal
19,12:14.4,Normal
10,12:14.5,Normal
24,12:13.5,Normal
24,12:15.1,Normal
32,12:15.1,Normal
11,12:13.7,Normal
16,12:14.0,Normal
15,12:14.4,Normal
13,12:15.7,Normal
27,12:15.8,Normal
32,12:16.1,Normal
23,12:14.7,Normal
27,12:14.9,Normal
15,12:15.4,Normal
31,12:15.7,Normal
16,12:15.8,Normal
14,12:16.2,Normal
18,12:16.4,Normal
26,59:33.3,Normal
14,59:33.6,Normal
18,59:33.8,Normal
25,59:34.2,Normal
27,59:33.5,Normal
19,59:34.5,Normal
18,59:34.7,Normal
20,59:33.8,Normal
30,59:35.0,Normal
29,59:34.1,Normal
22,59:35.3,Normal
14,59:34.5,Normal
21,59:34.7,Normal
10,59:35.6,Normal
24,59:35.0,Normal
32,59:35.3,Normal
31,59:35.9,Normal
23,59:36.3,Normal
24,59:36.6,Normal
26,59:36.9,Normal
30,59:35.8,Normal
26,59:36.0,Normal
21,59:36.3,Normal
13,59:36.6,Normal
32,59:36.8,Normal
17,59:37.3,Normal
18,59:37.2,Normal
30,59:37.5,Normal
24,59:37.5,Normal
19,59:37.8,Normal
25,59:37.8,Normal
18,59:38.0,Normal
17,59:38.2,Normal
10,59:38.2,Normal
15,59:38.4,Normal
22,59:38.9,Normal
25,59:38.6,Normal
10,59:39.0,Normal
13,59:39.3,Normal
16,59:38.9,Normal
31,59:39.6,Normal
32,59:39.3,Normal
11,59:39.9,Normal
22,59:39.7,Normal
23,59:39.9,Normal
32,59:40.2,Normal
22,59:40.4,Normal
13,59:40.3,Normal
19,59:40.4,Normal
12,59:40.9,Normal
28,59:40.9,Normal
32,59:41.1,Normal
14,59:41.1,Normal
16,59:41.4,Normal
21,59:41.8,Normal
31,59:42.1,Normal
18,59:41.5,Normal
16,59:42.2,Normal
28,59:42.7,Normal
27,59:43.0,Normal
18,59:43.1,Normal
12,59:41.7,Normal
28,59:43.6,Normal
27,59:43.8,Normal
19,59:42.1,Normal
29,59:42.2,Normal
24,59:42.7,Normal
25,59:42.8,Normal
16,59:43.2,Normal
23,59:44.4,Normal
25,59:43.6,Normal
10,59:44.5,Normal
22,59:43.8,Normal
30,59:44.3,Normal
24,59:44.4,Normal
15,59:44.6,Normal
25,08:56.1,Normal
21,08:56.2,Normal
13,08:56.8,Normal
24,08:56.2,Normal
25,08:57.0,Normal
30,08:57.7,Normal
14,08:57.7,Normal
19,08:56.8,Normal
20,08:56.9,Normal
11,08:57.8,Normal
29,08:57.1,Normal
17,08:58.2,Normal
11,08:58.6,Normal
32,08:57.7,Normal
20,08:57.8,Normal
12,08:58.8,Normal
17,08:59.0,Normal
16,08:58.5,Normal
20,08:58.6,Normal
26,08:59.5,Normal
12,08:59.6,Normal
25,08:58.7,Normal
27,08:59.0,Normal
32,08:59.5,Normal
16,09:07.5,Normal
30,09:07.5,Normal
15,09:07.8,Normal
20,09:08.2,Normal
23,09:08.2,Normal
29,09:08.2,Normal
11,09:08.3,Normal
28,09:08.6,Normal
19,09:08.7,Normal
23,09:09.0,Normal
11,09:09.1,Normal
27,09:09.0,Normal
18,09:09.1,Normal
17,09:09.4,Normal
12,09:09.6,Normal
23,09:10.0,Normal
32,09:10.2,Normal
19,09:10.5,Normal
29,09:10.7,Normal
25,09:10.0,Normal
11,09:10.1,Normal
23,09:11.0,Normal
31,09:10.6,Normal
24,09:10.9,Normal
32,09:11.0,Normal
17,09:19.0,Normal
15,09:19.2,Normal
16,09:19.3,Normal
32,09:19.4,Normal
24,09:19.5,Normal
23,09:19.5,Normal
14,09:19.9,Normal
29,09:20.1,Normal
11,09:20.2,Normal
19,09:20.4,Normal
12,09:20.3,Normal
28,09:20.4,Normal
16,09:21.0,Normal
27,09:21.0,Normal
17,09:21.0,Normal
24,09:21.2,Normal
11,09:21.2,Normal
25,09:21.2,Normal
22,09:21.7,Normal
16,09:21.7,Normal
30,09:22.0,Normal
10,09:22.1,Normal
24,09:22.2,Normal
22,09:22.7,Normal
16,09:22.5,Normal
20,09:38.0,Normal
18,09:38.0,Normal
13,09:38.3,Normal
10,09:38.6,Normal
18,09:38.7,Normal
13,09:39.2,Normal
15,09:39.4,Normal
32,09:38.6,Normal
15,09:38.6,Normal
21,09:39.8,Normal
30,09:40.2,Normal
10,09:40.3,Normal
29,09:40.5,Normal
21,09:39.0,Normal
10,09:41.1,Normal
22,09:41.3,Normal
14,09:41.5,Normal
19,09:39.5,Normal
29,09:39.6,Normal
31,09:40.1,Normal
26,09:40.4,Normal
21,09:40.7,Normal
30,09:41.1,Normal
25,09:41.2,Normal
18,09:41.4,Normal
32,09:42.0,Normal
24,09:42.1,Normal
22,09:42.1,Normal
29,09:42.2,Normal
21,09:42.4,Normal
32,09:42.8,Normal
11,09:42.9,Normal
27,09:42.8,Normal
12,09:43.3,Normal
18,09:43.2,Normal
24,09:43.7,Normal
29,09:43.9,Normal
14,09:44.2,Normal
11,09:44.6,Normal
19,09:44.7,Normal
30,09:43.6,Normal
28,09:45.2,Normal
22,09:43.8,Normal
16,09:44.0,Normal
31,09:45.5,Normal
23,09:44.5,Normal
27,09:44.7,Normal
11,09:45.5,Normal
14,09:45.2,Normal
30,09:45.3,Normal
17,09:45.6,Normal
14,09:46.0,Normal
20,09:46.1,Normal
28,09:46.0,Normal
24,09:46.3,Normal
19,09:46.5,Normal
15,09:46.9,Normal
20,09:47.0,Normal
19,09:47.3,Normal
16,09:46.6,Normal
13,09:46.7,Normal
15,09:47.8,Normal
24,09:48.0,Normal
17,09:47.2,Normal
13,09:47.5,Normal
14,09:47.8,Normal
11,09:48.1,Normal
16,09:48.4,Normal
18,09:48.8,Normal
13,09:48.5,Normal
30,09:48.9,Normal
12,09:48.7,Normal
21,09:49.3,Normal
31,09:49.0,Normal
19,09:49.2,Normal
25,10:01.2,Normal
10,10:01.1,Normal
21,10:01.4,Normal
26,10:01.5,Normal
17,10:01.7,Normal
18,10:01.8,Normal
24,10:01.7,Normal
22,10:02.2,Normal
19,10:02.1,Normal
16,10:02.4,Normal
14,10:02.5,Normal
18,10:02.6,Normal
25,10:03.0,Normal
14,10:03.3,Normal
27,10:02.7,Normal
15,10:03.5,Normal
10,10:03.8,Normal
30,10:04.2,Normal
31,10:03.3,Normal
24,10:04.3,Normal
24,10:03.5,Normal
20,10:03.8,Normal
26,10:04.1,Normal
18,10:04.2,Normal
22,10:04.8,Normal
32,10:12.5,Normal
12,10:12.6,Normal
16,10:13.3,Normal
24,10:13.3,Normal
28,10:13.5,Normal
18,10:14.1,Normal
20,10:12.6,Normal
30,10:13.0,Normal
28,10:14.2,Normal
10,10:13.3,Normal
11,10:13.6,Normal
19,10:13.9,Normal
26,10:14.8,Normal
20,10:15.1,Normal
11,10:15.4,Normal
10,10:15.9,Normal
25,10:14.2,Normal
19,10:16.6,Normal
25,10:16.9,Normal
19,10:14.8,Normal
22,10:14.9,Normal
15,10:15.5,Normal
25,10:16.0,Normal
26,10:16.5,Normal
16,10:17.0,Normal
10,10:16.9,Normal
20,10:21.1,Normal
28,10:21.3,Normal
18,10:21.4,Normal
11,10:21.7,Normal
14,10:21.7,Normal
20,10:21.9,Normal
25,10:22.3,Normal
24,10:21.8,Normal
31,10:22.4,Normal
29,10:22.8,Normal
12,10:22.2,Normal
16,10:23.2,Normal
17,10:22.4,Normal
31,10:23.4,Normal
26,10:22.7,Normal
25,10:23.9,Normal
12,10:23.1,Normal
10,10:24.1,Normal
26,10:24.5,Normal
32,10:23.4,Normal
29,10:23.8,Normal
13,10:24.2,Normal
11,10:24.3,Normal
20,10:28.6,Normal
15,10:28.9,Normal
13,10:28.6,Normal
23,10:29.3,Normal
25,10:29.4,Normal
19,10:29.7,Normal
28,10:29.0,Normal
14,10:29.1,Normal
22,10:29.4,Normal
15,10:29.7,Normal
21,10:30.1,Normal
25,10:30.2,Normal
16,10:30.5,Normal
30,10:30.3,Normal
29,10:30.7,Normal
24,10:30.9,Normal
15,10:31.4,Normal
17,10:30.8,Normal
14,10:31.7,Normal
31,10:31.9,Normal
31,10:31.1,Normal
19,10:31.5,Normal
26,10:31.7,Normal
32,10:32.0,Normal
25,10:32.0,Normal
15,10:32.4,Normal
26,10:47.9,Normal
30,10:48.0,Normal
24,10:48.0,Normal
32,10:48.0,Normal
16,10:48.3,Normal
31,10:48.6,Normal
26,10:48.9,Normal
10,10:49.0,Normal
30,10:48.9,Normal
11,10:48.9,Normal
14,10:49.3,Normal
18,10:49.3,Normal
29,10:49.8,Normal
19,10:49.9,Normal
26,10:49.7,Normal
13,10:50.5,Normal
27,10:50.5,Normal
20,10:50.9,Normal
10,10:49.8,Normal
28,10:51.5,Normal
22,10:51.5,Normal
26,10:50.5,Normal
30,10:50.7,Normal
19,10:50.9,Normal
16,10:51.1,Normal
29,10:51.5,Normal
23,10:51.9,Normal
20,10:51.7,Normal
21,10:52.1,Normal
30,10:52.3,Normal
10,10:52.5,Normal
14,10:52.9,Normal
22,10:53.2,Normal
13,10:53.3,Normal
11,10:52.4,Normal
16,10:53.8,Normal
11,10:54.1,Normal
30,10:54.1,Normal
17,10:52.9,Normal
30,10:53.1,Normal
20,10:53.4,Normal
23,10:54.7,Normal
14,10:53.7,Normal
25,10:55.1,Normal
27,10:54.1,Normal
10,10:54.3,Normal
14,10:54.5,Normal
10,10:55.2,Normal
27,10:55.1,Normal
24,10:55.2,Normal
12,10:55.4,Normal
27,10:59.5,Normal
28,10:59.3,Normal
25,11:00.0,Normal
24,10:59.5,Normal
24,11:00.3,Normal
22,11:00.7,Normal
30,11:01.0,Normal
29,11:00.1,Normal
20,11:01.2,Normal
26,11:00.3,Normal
14,11:00.7,Normal
25,11:00.9,Normal
14,11:01.6,Normal
25,11:01.8,Normal
15,11:01.1,Normal
18,11:02.0,Normal
14,11:02.5,Normal
15,11:02.8,Normal
16,11:01.6,Normal
15,11:01.9,Normal
12,11:02.3,Normal
23,11:02.4,Normal
30,11:02.8,Normal
20,11:03.1,Normal
19,11:03.0,Normal
14,11:03.4,Normal
16,11:03.4,Normal
26,11:03.8,Normal
23,11:04.0,Normal
30,11:03.6,Normal
11,11:04.4,Normal
25,11:04.5,Normal
28,11:03.9,Normal
14,11:04.4,Normal
15,11:04.4,Normal
19,11:04.8,Normal
11,11:05.3,Normal
28,11:04.9,Normal
25,11:05.4,Normal
10,11:06.0,Normal
10,11:05.2,Normal
17,11:06.2,Normal
18,11:06.4,Normal
18,11:05.5,Normal
23,11:05.7,Normal
24,11:06.2,Normal
21,11:06.2,Normal
27,11:06.8,Normal
16,11:06.9,Normal
19,11:11.0,Normal
20,11:11.1,Normal
31,11:11.2,Normal
10,11:11.5,Normal
31,11:12.0,Normal
16,11:12.2,Normal
16,11:11.2,Normal
17,11:11.5,Normal
23,11:12.5,Normal
23,11:11.7,Normal
14,11:12.7,Normal
28,11:13.0,Normal
11,11:12.1,Normal
18,11:12.2,Normal
19,11:12.7,Normal
15,11:13.0,Normal
10,11:13.1,Normal
21,11:13.3,Normal
14,11:13.5,Normal
22,11:13.9,Normal
12,11:13.8,Normal
15,11:14.0,Normal
23,11:14.2,Normal
19,11:14.4,Normal
21,11:14.2,Normal
29,11:14.4,Normal
18,11:14.9,Normal
24,11:15.1,Normal
12,11:14.8,Normal
22,11:15.5,Normal
19,11:15.3,Normal
31,11:15.5,Normal
28,11:15.7,Normal
25,11:15.8,Normal
15,11:15.9,Normal
19,11:16.2,Normal
31,11:16.3,Normal
18,11:16.5,Normal
25,11:16.7,Normal
24,11:16.9,Normal
30,11:16.6,Normal
27,11:17.3,Normal
12,11:17.5,Normal
13,11:17.2,Normal
31,11:17.2,Normal
17,11:17.9,Normal
27,11:18.2,Normal
14,11:17.7,Normal
21,11:17.8,Normal
32,11:18.3,Normal
31,11:22.3,Normal
17,11:22.4,Normal
12,11:22.6,Normal
10,11:23.0,Normal
13,11:23.1,Normal
27,11:22.6,Normal
19,11:23.6,Normal
26,11:23.8,Normal
25,11:23.0,Normal
20,11:23.2,Normal
29,11:24.2,Normal
32,11:24.5,Normal
14,11:23.5,Normal
17,11:24.8,Normal
17,11:24.0,Normal
12,11:24.2,Normal
19,11:24.5,Normal
30,11:24.7,Normal
20,11:25.0,Normal
31,11:24.9,Normal
12,11:25.2,Normal
27,11:25.4,Normal
16,11:25.7,Normal
18,11:25.7,Normal
31,11:25.8,Normal
28,11:26.1,Normal
13,11:26.4,Normal
11,11:26.6,Normal
16,11:26.5,Normal
23,11:26.6,Normal
15,11:26.9,Normal
27,11:27.3,Normal
30,11:27.4,Normal
14,11:26.8,Normal
13,11:27.3,Normal
14,11:27.7,Normal
10,11:27.6,Normal
21,11:28.1,Normal
24,11:27.9,Normal
13,11:28.3,Normal
29,11:28.5,Normal
19,11:28.7,Normal
17,11:29.0,Normal
25,11:28.4,Normal
23,11:29.4,Normal
26,11:29.8,Normal
26,11:28.9,Normal
30,11:29.0,Normal
31,11:29.3,Normal
20,11:29.6,Normal
23,11:33.8,Normal
12,11:33.9,Normal
13,11:34.2,Normal
28,11:34.3,Normal
19,11:34.1,Normal
31,11:34.5,Normal
30,11:34.7,Normal
14,11:34.9,Normal
25,11:35.0,Normal
32,11:35.6,Normal
11,11:35.7,Normal
28,11:35.1,Normal
16,11:35.4,Normal
20,11:35.7,Normal
13,11:35.9,Normal
22,11:36.4,Normal
26,11:36.1,Normal
10,11:36.2,Normal
25,11:36.5,Normal
20,11:36.7,Normal
23,11:37.0,Normal
28,11:37.0,Normal
18,11:36.8,Normal
12,11:37.5,Normal
11,11:37.3,Normal
20,11:37.5,Normal
28,11:37.8,Normal
14,11:37.7,Normal
15,11:38.1,Normal
13,11:38.5,Normal
31,11:38.1,Normal
21,11:38.7,Normal
30,11:38.6,Normal
31,11:38.9,Normal
32,11:38.8,Normal
20,11:39.2,Normal
29,11:39.2,Normal
12,11:39.3,Normal
14,11:39.7,Normal
31,11:39.8,Normal
23,11:39.7,Normal
11,11:39.8,Normal
20,11:40.2,Normal
27,11:40.3,Normal
23,11:40.4,Normal
15,11:40.6,Normal
12,11:41.0,Normal
27,11:41.1,Normal
24,11:41.0,Normal
19,11:41.1,Normal
15,11:46.0,Normal
22,11:46.0,Normal
27,11:46.2,Normal
30,11:46.2,Normal
17,11:46.7,Normal
26,11:46.6,Normal
30,11:47.1,Normal
19,11:47.2,Normal
18,11:47.1,Normal
31,11:47.5,Normal
18,11:48.0,Normal
28,11:48.2,Normal
21,11:47.3,Normal
32,11:48.3,Normal
11,11:47.6,Normal
12,11:48.9,Normal
10,11:49.1,Normal
17,11:49.2,Normal
12,11:47.9,Normal
24,11:48.1,Normal
10,11:48.3,Normal
19,11:48.8,Normal
28,11:49.1,Normal
32,11:49.2,Normal
21,11:49.7,Normal
17,11:53.6,Normal
11,11:53.7,Normal
30,11:54.0,Normal
25,11:53.9,Normal
28,11:54.4,Normal
19,11:54.0,Normal
16,11:54.3,Normal
25,11:54.7,Normal
10,11:55.0,Normal
24,11:54.9,Normal
31,11:55.4,Normal
12,11:55.1,Normal
13,11:55.6,Normal
24,11:55.9,Normal
31,11:56.3,Normal
20,11:56.5,Normal
23,11:56.8,Normal
14,11:55.5,Normal
28,11:57.1,Normal
30,11:55.8,Normal
22,11:55.8,Normal
11,11:56.4,Normal
10,11:56.8,Normal
16,11:56.9,Normal
31,11:57.1,Normal
30,12:05.1,Normal
12,12:05.0,Normal
14,12:05.4,Normal
10,12:05.3,Normal
29,12:05.5,Normal
17,12:05.8,Normal
26,12:06.0,Normal
23,12:06.1,Normal
10,12:06.3,Normal
13,12:06.2,Normal
21,12:06.5,Normal
16,12:06.6,Normal
26,12:06.9,Normal
20,12:07.0,Normal
29,12:07.2,Normal
16,12:07.5,Normal
19,12:07.3,Normal
13,12:07.7,Normal
20,12:07.9,Normal
18,12:07.8,Normal
15,12:08.0,Normal
22,12:08.6,Normal
32,12:08.0,Normal
27,12:08.4,Normal
20,12:08.7,Normal
26,12:08.8,Normal
32,12:08.9,Normal
17,12:09.1,Normal
27,12:09.4,Normal
28,12:09.6,Normal
13,12:09.4,Normal
23,12:09.9,Normal
32,12:09.8,Normal
24,12:09.9,Normal
11,12:10.3,Normal
14,12:10.7,Normal
22,12:10.3,Normal
12,12:11.1,Normal
30,12:10.5,Normal
29,12:10.8,Normal
25,12:11.3,Normal
31,12:11.1,Normal
21,12:11.6,Normal
32,12:11.5,Normal
14,12:11.7,Normal
28,12:12.0,Normal
12,12:12.0,Normal
24,12:12.6,Normal
27,12:12.2,Normal
14,12:12.5,Normal
31,12:16.5,Normal
27,12:16.7,Normal
24,12:17.0,Normal
29,12:16.9,Normal
12,12:17.2,Normal
25,12:17.7,Normal
29,12:17.7,Normal
12,12:18.1,Normal
23,12:18.5,Normal
18,12:17.2,Normal
17,12:17.6,Normal
24,12:18.0,Normal
31,12:18.2,Normal
29,12:18.7,Normal
21,12:18.7,Normal
24,12:18.9,Normal
31,12:19.1,Normal
16,12:19.5,Normal
17,12:19.6,Normal
20,12:19.4,Normal
